city,rows_total,observed_rows,imputed_rows,room_type,observed_rate,imputed_rate
chicago,8504,7717,787,ALL,0.9074553151458138,0.09254468485418627
chicago,6628,6160,468,Entire home/apt,0.9293904646952323,0.07060953530476766
chicago,32,32,0,Hotel room,1.0,0.0
chicago,1808,1492,316,Private room,0.8252212389380531,0.1747787610619469
chicago,36,33,3,Shared room,0.9166666666666666,0.08333333333333333
