city,top_feature,top_value,neighbourhood_share_pct,amenities_value,amenities_share_pct,amenities_rank
austin,accommodates,89.2288589477539,32.221611804077426,14.585415840148926,6.66242387527359,4
chicago,amenities_count,464.6840515136719,36.67156432222884,464.6840515136719,30.75699481362919,1
losangeles,accommodates,17.857707977294922,27.28862987809962,4.327300071716309,12.712439787201042,2
nashville,accommodates,53.94319152832031,28.557162634159926,13.138727188110352,10.889224107350957,3
neworleans,amenities_count,410.0441589355469,33.3666818420583,410.0441589355469,21.266325020928683,1
newyork,accommodates,62.503971099853516,44.535791311989996,30.5584774017334,12.941579926040928,2
