city,rows_total,observed_rows,imputed_rows,room_type,observed_rate,imputed_rate
newyork,35702,20865,14837,ALL,0.5844210408380482,0.4155789591619517
newyork,19075,11850,7225,Entire home/apt,0.6212319790301442,0.37876802096985585
newyork,62,62,0,Hotel room,1.0,0.0
newyork,16330,8781,7549,Private room,0.5377219840783833,0.46227801592161666
newyork,235,172,63,Shared room,0.7319148936170212,0.2680851063829787
