city,geo_neighbourhoods,matched_neighbourhoods,coverage_rate,top_priced_neighbourhood,top_avg_price,morans_i,morans_i_expected,morans_i_p_value,morans_i_z_score,morans_i_significant,spatial_cluster_class
austin,44,43,0.9773,78730,424.9310344827586,0.47964922871570553,-0.023809523809523808,0.001,6.24168262809933,True,significant_positive_strong
