method,city,cluster,listing_id,price,latitude,longitude,accommodates,minimum_nights,maximum_nights,number_of_reviews,availability_365,reviews_total,reviews_last_365d,calendar_avg_price,calendar_median_price,calendar_availability_rate,calendar_days_sampled,log_price,price_per_person,amenities_count,review_density,reviews_per_month,demand_score,listing_count,neighbourhood
dbscan,chicago,-1,7.352609222064179e+17,245.5190380761523,41.8283427159103,-87.6835970937115,6.0420841683366735,13.957915831663327,434.8617234468938,40.607214428857716,259.1022044088176,40.607214428857716,9.511022044088177,287.91011235955057,287.91011235955057,0.7008460674157304,365.0,5.052741599899803,45.42364401630434,40.31663326653307,0.5261451148648292,0.7925851703406813,0.10044911180696409,499,
dbscan,chicago,0,7.431484165351816e+17,188.75122379816744,41.894408843088335,-87.6604990950499,4.365884272624577,14.326471695744948,473.9472825404795,58.809338521400775,226.83845864189783,58.80946403916154,14.357349064892682,188.11787665886027,188.11787665886027,0.5857149102263857,365.0,4.997108027744823,51.75419901058316,41.572360989079954,0.8836378772016152,1.1964457554077237,0.1332284200553986,7967,
dbscan,chicago,1,8.378623723603373e+17,76.0,41.74734093429894,-87.55808921122934,2.6666666666666665,28.066666666666666,506.6666666666667,5.4,229.53333333333333,5.4,0.4,,,,,4.31222430591004,35.9,12.133333333333333,0.08542805376352894,0.033333333333333326,0.1127545683633662,15,
dbscan,chicago,2,2.1119579687753117e+17,39.55555555555556,41.9920406581985,-87.79720455287189,1.3333333333333333,2.4444444444444446,408.3333333333333,89.77777777777777,244.88888888888889,89.77777777777777,13.88888888888889,45.5,45.5,0.8959,365.0,3.6709349380678122,32.611111111111114,39.44444444444444,1.044362841108531,1.1574074074074074,0.12530512442376412,9,
dbscan,chicago,3,2.582682823033002e+17,27.928571428571427,42.01663957059942,-87.68791993867411,1.3571428571428572,1.0,731.4285714285714,85.42857142857143,221.07142857142858,85.42857142857143,8.857142857142858,21.5,21.5,0.6648333333333333,365.0,3.2742504463693756,21.678571428571427,60.92857142857143,0.4711006476048189,0.738095238095238,0.14172251955767065,14,
gmm,chicago,0,2.6070324636161584e+17,198.90547263681592,41.904628638633014,-87.66812414122451,5.124378109452737,5.026119402985074,510.75248756218906,151.27114427860695,294.48383084577114,151.27114427860695,30.223880597014926,201.2980392156863,201.2980392156863,0.814635294117647,365.0,5.013815091051283,43.56841816799839,46.9452736318408,0.5127188596280218,2.5186567164179103,0.10567846637825735,804,
gmm,chicago,1,8.965841514728559e+17,154.42366863905326,41.88887952732492,-87.66404760383003,3.9461538461538463,14.575739644970414,397.289349112426,10.390532544378699,164.2112426035503,10.390532544378699,6.475147928994083,165.91573033707866,165.91573033707866,0.4391573033707865,365.0,4.852912117611062,45.31805266561184,38.85680473372781,0.17537391550085069,0.5395956607495069,0.17019768804647495,1690,
gmm,chicago,2,1.0404994662207954e+18,280.8771384136858,41.871650430855645,-87.6483251744467,3.855365474339036,34.744945567651634,458.94867807153963,0.3514774494556765,362.7122861586314,0.3514774494556765,0.2099533437013997,221.71875,221.71875,0.996840625,365.0,5.336261765722744,96.91952987180437,35.001555209953345,0.0009707371813143598,0.017496111975116635,0.0020511590233493917,643,
gmm,chicago,3,7.663398056696914e+17,224.010162601626,41.892783898413974,-87.66540333668044,5.111788617886178,8.0,447.9512195121951,35.18089430894309,281.1117886178862,35.18089430894309,16.497967479674795,233.8923076923077,233.8923076923077,0.7833030769230769,365.0,5.080896957205779,47.505770812859225,41.197154471544714,0.13228996354401368,1.374830623306233,0.08411125686262821,492,
gmm,chicago,4,6.9039902796105736e+16,159.97830018083184,41.914462393508465,-87.6722515958559,4.168173598553345,4.719710669077758,493.6509945750452,330.9186256781193,172.41952983725136,330.9186256781193,43.265822784810126,156.55984555984557,156.55984555984557,0.5116532818532818,365.0,4.889989632999427,44.11742241584014,44.70343580470163,6.591804201821893,3.6054852320675104,0.2528693388379383,553,
gmm,chicago,5,5.547413465291648e+17,200.65922249793218,41.903172464168314,-87.66897780360138,5.119106699751861,6.269644334160463,358.6889991728701,73.47063688999172,97.10008271298594,73.47146401985111,23.46650124069479,204.5037037037037,204.5037037037037,0.22620888888888888,365.0,5.043229587556394,42.86736702319829,46.013234077750205,2.3378301615909662,1.9555417700578992,0.2471400417157462,1209,
gmm,chicago,6,7.800050152468019e+17,200.54598825831704,41.88186567643212,-87.66425170349663,5.529680365296803,8.818656229615133,465.04761904761904,40.367253750815394,345.51989562948467,40.367253750815394,15.2133072407045,218.60280373831776,218.60280373831776,0.9549448598130842,365.0,5.026282221063646,39.771670481797685,48.42009132420091,0.11813826980619417,1.2677756033920418,0.031813084014077835,1533,
