listing_id,reviews_total,reviews_last_365d
43196556,137,19
43292649,140,35
43336944,33,1
43346710,314,50
43358309,198,23
43380673,54,2
43412748,178,31
43414161,11,0
43415181,45,2
43422337,72,13
43431634,300,55
43442679,355,55
43486597,5,5
43489645,153,41
43498654,46,3
43514955,49,13
43518441,51,8
43532857,331,7
43555956,144,35
43576117,167,35
43594534,9,2
43600854,51,2
43638215,2,0
43638644,111,7
43653015,84,1
43662803,143,34
43689052,129,21
43691686,28,4
43701611,98,12
43702402,150,26
43767503,66,30
43777047,17,3
43789677,173,37
43806243,3,0
43818411,145,17
43835556,245,51
43870930,11,2
43876715,12,3
43877038,65,11
43898901,11,5
43899284,38,6
43986433,140,22
44045740,32,7
44051925,38,8
44058297,15,3
44063437,21,1
44066069,8,0
44085884,20,4
44124151,179,27
44135080,240,32
44163692,12,5
44167294,19,3
44189377,3,0
44203673,22,1
44206651,11,4
44213093,51,8
44213095,35,3
44213097,11,6
44213162,78,20
44234449,223,32
44234840,193,22
44252444,145,17
44259231,6,3
44259635,17,2
44322872,140,29
44402955,120,14
44433063,111,26
44446862,116,14
44451347,99,20
44472684,2,1
44472765,3,0
44472783,1,0
44472881,1,0
44490049,286,65
44535810,309,57
44557909,151,20
44566657,1,0
44675774,69,2
44697481,2,0
44839791,11,0
44952202,49,15
45000378,2,0
45009173,152,31
45099241,140,38
45102210,6,0
45153834,1,0
45172935,79,0
45177129,19,0
45214721,106,28
45241534,94,15
45259783,149,23
45267441,12,0
45267938,41,0
45301793,22,5
45304453,90,14
45304613,61,2
45328855,162,35
45329300,99,26
45334247,36,9
45337459,113,18
45362058,69,8
45368483,73,15
45370544,114,21
45401270,56,1
45413453,11,2
45423930,72,15
45453685,204,32
45465696,363,3
45493080,105,17
45494623,107,32
45495441,4,0
45496471,1,0
45504982,14,14
45512087,369,3
45515581,118,21
45546582,151,36
45564076,34,3
45565102,5,5
45565646,23,3
45609760,40,7
45638499,76,2
45649212,385,12
45686609,174,35
45704307,62,7
45712121,145,27
45768095,69,0
45774105,73,18
45784632,152,41
45786059,97,18
45788381,61,13
45798133,329,78
45798672,36,8
45812538,59,9
45812729,99,18
45826341,76,20
45826540,67,8
45826931,53,9
45827082,45,0
45846603,15,2
45864010,6,1
45864022,6,2
45867707,86,24
45868710,65,5
45868920,177,37
45879182,177,26
45879824,236,32
45885253,85,27
45887585,14,6
45908801,58,0
45952602,7,3
45956460,106,22
45968904,116,36
45969120,2,0
45969134,1,0
45990524,80,19
45991867,79,22
46002551,1,0
46036579,44,21
46037467,29,29
46037709,35,0
46050508,72,13
46065519,40,8
46082311,177,39
46090808,87,21
46091235,361,3
46099490,15,15
46106793,111,20
46107192,145,28
46107325,121,21
46108566,2,0
46116148,133,21
46155097,50,11
46200177,40,3
46242944,16,0
46276229,50,17
46278553,265,49
46280796,60,12
46295164,10,0
46297396,20,0
46316297,217,41
46332709,26,9
46371937,81,16
46393717,3,0
46401985,21,4
46412765,222,32
46414655,108,13
46416869,133,22
46431345,83,8
46467879,16,5
46469381,99,26
46491381,200,12
46491392,267,48
46491411,522,36
46491425,333,48
46491432,141,27
46491438,323,63
46581790,6,0
46604372,88,32
46605764,13,4
46641653,152,25
46744290,1,0
46744938,7,3
46757419,36,14
46758768,38,0
46816683,15,2
46838034,152,29
46874139,36,3
46883218,8,2
46915572,315,14
46920112,111,23
46920402,156,49
46925854,42,4
46940257,121,0
46941176,266,41
46947744,2,1
46984326,94,10
47028932,11,0
47052817,133,2
47053557,75,4
47054084,32,0
47054253,2,0
47078640,61,0
47116347,1,0
47131603,7,0
47139845,38,14
47314728,63,12
47327806,161,44
47334435,138,37
47429162,104,20
47434371,20,10
47449432,371,19
47451564,37,10
47478472,13,0
47498245,30,5
47530764,107,23
47537168,152,33
47537784,114,28
47538599,176,45
47548236,7,0
47554803,103,25
47591966,116,19
47730404,57,17
47732195,54,9
47734866,7,1
47740144,49,10
47741881,83,10
47856464,68,0
47862092,72,2
47904340,8,0
47915321,2,0
47924389,153,20
47956909,205,30
48024458,1,0
48026061,42,4
48087457,93,19
48103490,109,49
48117497,1,0
48135056,254,42
48135942,2,0
48137449,34,0
48138364,101,18
48146215,119,23
48158156,78,20
48180138,1,0
48180549,173,44
48183209,4,4
48196821,8,2
48198799,1,0
48213677,120,9
48228569,150,28
48229808,3,1
48230359,1,0
48239081,2,0
48242050,90,10
48244925,28,0
48247709,28,0
48247856,15,0
48247873,18,0
48247889,8,0
48271850,4,0
48279927,17,2
48286887,174,18
48292161,1,0
48307916,3,0
48325815,96,13
48326302,156,26
48334110,1,0
48343458,1,1
48349199,271,47
48349354,272,61
48349511,233,35
48381059,177,20
48397983,116,8
48398831,9,0
48399453,365,36
48436693,1,0
48449444,40,0
48466374,67,1
48467224,38,5
48472291,64,21
48507591,20,0
48525041,15,3
48526470,327,68
48537824,32,0
48563558,2,0
48563590,6,0
48563615,1,0
48590846,94,45
48602335,3,2
48604149,1,0
48606061,2,0
48608759,2,1
48611473,19,0
48625546,107,32
48627978,6,1
48644095,53,1
48645918,208,47
48673897,150,30
48674880,1,0
48674999,2,0
48679661,110,19
48698760,186,42
48703423,99,16
48711460,1,1
48712064,2,0
48714778,1,0
48734023,1,1
48741597,42,3
48770960,87,16
48803658,3,0
48807195,1,0
48807498,2,1
48823592,13,5
48828310,125,31
48828799,7,2
48849566,3,0
48862362,92,29
48878171,274,54
48881428,161,24
48902083,27,1
48906645,127,30
48924381,1,0
48925715,5,1
48932073,321,3
48937681,146,25
48939208,1,0
48939498,2,0
48945171,4,0
48951655,219,48
48955382,191,43
48957294,43,12
48957867,3,0
48980048,68,25
48983864,51,7
48997777,152,41
49001576,62,5
49011985,1,0
49016514,177,12
49054417,156,41
49075078,145,17
49093623,67,7
49109406,39,12
49156225,170,32
49158897,47,20
49173480,125,32
49178299,14,1
49180775,149,31
49181476,6,1
49223199,38,0
49225979,12,3
49226244,181,57
49227509,28,5
49228923,78,19
49241812,1,0
49242325,2,0
49251081,103,14
49255953,1,0
49276630,75,22
49290332,241,29
49293937,125,20
49319551,6,0
49347198,150,37
49360466,58,0
49375436,2,0
49382066,74,10
49399182,5,2
49418708,122,26
49425000,112,16
49435519,2,0
49435537,2,0
49435621,3,1
49458886,193,39
49462631,123,17
49477699,96,17
49479723,1,0
49485163,117,53
49503602,91,1
49503746,2,1
49504197,278,63
49504727,1,0
49506405,106,28
49507376,187,45
49515824,247,43
49516679,267,54
49529413,145,24
49530220,103,22
49568068,3,0
49568139,43,16
49568476,1,0
49568786,9,2
49568994,24,1
49595463,98,25
49633033,127,33
49636220,109,27
49663807,137,29
49672519,10,2
49707142,3,0
49707308,169,17
49717398,35,8
49732248,180,36
49732466,151,29
49732675,131,26
49732720,112,25
49732781,97,15
49732864,83,16
49732987,165,33
49733110,142,33
49733339,200,45
49733413,159,40
49733543,113,19
49733631,102,18
49733686,96,16
49733748,156,29
49733798,143,31
49733843,123,18
49809457,39,1
49888114,208,36
49890166,33,0
49904304,103,17
49912659,158,38
49923914,98,22
49943153,2,1
49946504,138,21
49979135,161,20
49988122,162,37
50006147,202,27
50011418,32,4
50012376,92,19
50031902,160,27
50035756,9,0
50051128,255,49
50053322,196,46
50074008,128,28
50074097,151,27
50074348,131,20
50082351,113,25
50089804,103,19
50100628,137,38
50103759,173,30
50104464,82,21
50112403,24,3
50119671,190,32
50121209,210,39
50129545,56,10
50131562,5,0
50138074,119,27
50140405,202,40
50146852,29,4
50154899,1,1
50168507,2,1
50171085,3,1
50177249,129,32
50177336,94,20
50177417,160,41
50177472,156,33
50177503,122,19
50192262,6,0
50194260,240,62
50210047,93,4
50216087,125,16
50248233,18,8
50249380,92,34
50260293,2,0
50268537,114,28
50269785,106,12
50277502,2,0
50282484,44,3
50291798,94,21
50303061,75,5
50304485,7,0
50305589,12,0
50306753,1,1
50308546,1,1
50313504,17,0
50331852,53,1
50347450,223,37
50363989,61,21
50363992,29,6
50364005,36,4
50390584,1,0
50391061,52,16
50393005,132,38
50425013,71,5
50441239,94,20
50445562,10,3
50451083,1,0
50459339,13,3
50461162,64,8
50469120,121,24
50481036,184,35
50489917,74,19
50526328,86,32
50541693,140,26
50548007,85,21
50566046,133,31
50566631,93,25
50599177,73,13
50619453,302,58
50630606,1,0
50637985,77,17
50641075,104,37
50641249,4,1
50641400,28,11
50644291,13,2
50677599,4,0
50700037,35,3
50724592,38,18
50731285,121,31
50773644,26,5
50787832,1,1
50806225,79,18
50808262,27,8
50890121,7,1
50897462,7,0
50915824,123,36
50916130,202,34
50936383,39,16
50937384,49,12
50957385,59,14
50967514,39,7
51008895,1,0
51017310,134,18
51042668,79,39
51049065,15,1
51059142,85,32
51067175,100,14
51084874,141,36
51118058,81,18
51128091,37,37
51129231,14,1
51151407,46,0
51153028,111,23
51173851,44,0
51196105,122,19
51205312,38,0
51209587,1,0
51214098,4,1
51222496,13,6
51231216,53,14
51241143,14,2
51252210,66,16
51278722,23,3
51288746,110,24
51290608,93,30
51309614,111,14
51347270,104,26
51347437,78,19
51367697,21,9
51368004,9,0
51375623,22,3
51388636,21,7
51389282,2,1
51418167,28,0
51430700,150,33
51436430,25,0
51450597,1,0
51475924,80,12
51502365,37,11
51519426,227,59
51519686,6,3
51538489,13,2
51550386,1,0
51551406,1,0
51565391,55,17
51578149,79,32
51578922,82,18
51584207,120,24
51620545,225,45
51632472,191,50
51633184,127,43
51640108,30,11
51642557,36,2
51656658,35,4
51696840,111,20
51707379,6,2
51709203,6,0
51710533,2,0
51725687,187,38
51728958,60,12
51735604,138,31
51741823,56,10
51741865,43,13
51741911,5,0
51746218,29,20
51751554,150,33
51762035,12,0
51781759,36,21
51785919,2,2
51797356,81,21
51815676,6,1
51889202,5,0
51910355,197,40
51925927,129,29
51956253,42,35
51961917,154,48
51974015,1,0
51981482,168,40
52042542,90,14
52053036,25,2
52074213,1,0
52112335,55,10
52114521,58,9
52116387,2,0
52143861,4,1
52145383,113,32
52153928,12,3
52153996,15,2
52175841,25,0
52187274,238,45
52189452,88,10
52222847,80,27
52226578,65,5
52242765,65,15
52244562,60,0
52246034,14,4
52260989,22,4
52261847,123,35
52264184,12,2
52282954,176,52
52308229,78,25
52335832,60,24
52350546,27,6
52372599,81,27
52373436,108,36
52374426,10,2
52382974,9,4
52389225,174,29
52391072,210,48
52391531,179,36
52403432,95,13
52408276,54,21
52421674,113,30
52439779,15,2
52482841,1,0
52494434,30,4
52504381,2,0
52520901,204,48
52555572,61,13
52555897,68,13
52556098,74,21
52570753,49,19
52578400,13,5
52600695,4,0
52611597,1,0
52611708,101,27
52616207,136,37
52638628,34,4
52651881,190,53
52716429,10,2
52719151,72,7
52724296,63,10
52731021,1,0
52733252,202,37
52736306,110,27
52739562,105,10
52741444,21,1
52756358,118,25
52760011,162,39
52766193,1,1
52769811,98,8
52771190,186,33
52771197,116,35
52773402,56,8
52778055,2,0
52779918,6,1
52796850,153,42
52842931,170,22
52843682,69,8
52845622,83,27
52867667,34,23
52885300,43,17
52899450,204,52
52900675,194,46
52918623,192,50
52919619,61,17
52920524,171,31
52924100,16,6
52931195,83,32
52936284,145,30
52941359,34,7
52951285,175,40
52954257,67,16
52961447,126,32
52985432,44,3
52999087,1,0
53008311,109,27
53009310,6,2
53024196,2,0
53028488,57,18
53033238,31,0
53056137,1,1
53060470,149,24
53061486,182,53
53068609,136,23
53074694,38,20
53075245,3,0
53089381,113,62
53108346,52,9
53126173,1,0
53136798,169,41
53166491,1,1
53186306,101,20
53186360,14,0
53191355,15,5
53219652,5,0
53231077,24,8
53235375,134,42
53238705,203,45
53259432,4,0
53263566,55,0
53271476,101,24
53295088,57,10
53328222,37,0
53345860,140,53
53354698,184,52
53357077,6,5
53362605,16,7
53362617,239,46
53381319,99,26
53385832,81,21
53412390,14,2
53416402,3,0
53416475,4,1
53423379,18,0
53432585,63,15
53434333,7,1
53435101,38,12
53447886,166,44
53475204,24,3
53493119,97,8
53494935,115,7
53495484,107,7
53495617,47,0
53496856,34,10
53496895,67,18
53498554,111,16
53509699,286,26
53509927,1,0
53512168,127,19
53512325,110,11
53512395,121,18
53519278,11,4
53541061,106,25
53555302,73,26
53560192,74,23
53574106,130,24
53582843,6,0
53585966,8,2
53589089,206,57
53591341,146,45
53591392,218,52
53596498,13,4
53611396,27,0
53612424,82,20
53620531,7,0
53625260,2,0
53642230,30,1
53663772,17,9
53664988,68,18
53690189,56,20
53705363,91,4
53721295,111,17
53740501,82,21
53743706,27,11
53749043,13,4
53832580,78,21
53845400,149,38
53846745,128,44
53849223,88,28
53852044,96,16
53855289,2,1
53872917,1,0
53883512,175,57
53909282,99,44
53924310,29,29
53930018,1,0
53933318,91,21
53937644,50,7
53942297,8,1
53943083,42,6
53950763,229,74
53968035,2,0
53993381,239,69
54013428,1,0
54013535,1,0
54014407,5,0
54016679,108,32
54020726,78,20
54025250,1,0
54036729,2,0
54040677,53,0
54049788,1,0
54066415,1,0
54066457,1,0
54077122,1,0
54084736,8,0
54085255,37,24
54090541,146,37
54094850,13,3
54096491,170,39
54110494,24,5
54111333,115,32
54113319,154,35
54116414,1,0
54124789,112,24
54151749,78,19
54155217,33,0
54156415,1,0
54161339,154,41
54167860,105,50
54177165,52,11
54193877,222,54
54210117,82,19
54224525,70,21
54232255,61,20
54247527,25,0
54260731,7,3
54262825,127,39
54265524,3,2
54277404,55,8
54281338,5,1
54289957,1,0
54294615,16,0
54338089,108,20
54343837,17,2
54366706,2,2
54367409,5,0
54370817,100,20
54380603,121,42
54384620,139,30
54386874,37,12
54386876,32,4
54388333,8,3
54391093,36,11
54393122,10,2
54393279,100,32
537869465026525645,64,15
538471896277381674,77,10
544049836966364973,6,0
544085418496140580,4,0
544977684266535207,134,38
545720498184909599,7,2
545848263758492827,82,8
546357092763173945,30,10
548438995948904653,101,8
548548825138589682,3,0
548606308523478659,137,30
548625798375973502,34,14
549111215445191130,2,1
549225909050662091,103,30
549497629233878899,44,18
550132775308970520,128,38
551319469812903366,115,39
551889995732465629,24,0
552185198846319088,128,28
552739665109451555,222,59
552850284035328504,75,17
552883505362797442,28,2
552947036904987386,9,2
553192042659897513,72,17
553569295190963086,55,19
553577689124206856,14,5
553581365180156979,51,10
553637753150641851,9,1
553821004607958838,163,37
554142375548384626,82,22
554349911689751899,59,23
554385076952526453,134,42
554970629067098975,47,19
555041639366197657,266,67
555257828555337946,62,15
555376697879777844,153,39
556419741274302000,57,18
556480733030442463,22,0
557263613840276005,167,10
557433721825018496,5,0
558083185211981123,25,11
558214751124159866,76,15
558569087123590590,260,75
558646651536950193,192,48
559283288033823619,1,0
559308793635535462,15,15
559426805522893262,234,58
559510506611085418,21,6
559636213330196068,136,36
560158488294195889,171,32
560221345573576701,244,84
560254494131483242,62,41
560948610468837251,81,19
561709143431042849,100,26
562192833859787522,87,26
562194332010521798,149,38
562320595018485098,79,7
562327612648780713,665,147
562336453822212083,93,12
562395453199176583,215,49
562400001188770880,480,47
562446127031517265,572,115
562452284517338021,163,17
562895079547901858,1,1
562897397791963697,1,0
563896050920155721,101,24
563905511049433753,92,32
564110098285404422,11,0
564196146416255038,52,14
564367057223707662,171,46
564373996191588333,144,33
564759898693760657,49,5
565220841163030478,472,148
565264608846878165,150,26
565270654000261585,398,58
565284835821130118,248,77
565295694174407913,400,114
565300855768089978,105,33
565319559947728414,184,47
566052311096428326,58,11
566152136948098264,74,24
566941901462047756,9,2
566954028269623503,164,46
567260372367818343,3,2
567337905333071669,179,46
567375435524176861,133,21
567386205323496488,414,93
567390850413961918,122,38
568083908378590579,2,0
568713227027237686,121,38
568760764098399722,27,17
568905326864559168,33,5
568912717533859977,4,0
568937350747364927,176,44
569476879862677256,1,0
569514573450747697,2,1
569519863002338779,1,0
569719593824737624,170,41
569719898314781920,166,37
569760219069042886,195,43
570233652996714993,3,0
571798661674100491,10,2
571996805769088450,144,32
572359829377887600,144,40
572408216186505610,112,27
572578787799525153,90,25
572823516620605531,102,5
573074156911626844,1,0
573186721489825424,109,39
573297741313034074,37,2
573421915063835310,129,34
574724965794706432,56,18
574735789301672087,75,19
575181668806472479,2,0
575300388095711538,132,17
576717548289447199,88,19
576812476640227625,28,8
577343244199118396,149,50
577512690968445494,83,19
578296978933117631,46,21
578856362616813092,7,6
579265550163905456,65,18
579514121718775234,9,0
579931786362375723,3,0
579942137672929768,2,0
580344574013318644,2,0
580381451516608153,10,1
580386798566485284,9,2
580403926752830876,101,38
580496627944996421,2,2
580550047834328740,98,20
580997855722920785,64,8
581076315528389286,87,23
582032890221566459,4,0
582493138485261573,32,6
582554540712580074,4,1
582834897413067731,1,0
582921667905672246,104,27
583510233683251033,201,45
584674028379640601,53,27
584731448523744002,8,3
584857119580835117,49,4
585011124183031146,29,9
586289905348971634,29,6
586297647190970374,1,0
586453517796858519,110,37
587144825433281663,134,40
587438357493288787,46,14
587527494519188004,138,37
588278699426091171,147,42
588450321411010228,135,44
589023708936836881,79,19
589181326148671873,166,54
589852332200379494,102,25
589872111428989886,18,3
589928711472826994,11,2
589932786803188984,2,0
590053326572153417,28,1
590308698205881822,1,0
590313645824849500,1,0
590413147108200868,26,5
590591161012149829,160,44
590769023911548317,80,26
590862841118193261,28,11
591460077768655813,94,23
591540741409328129,65,13
591627289319564241,12,0
591933178343527712,1,0
592038400483879353,51,0
592049597668134797,6,3
592053372734498278,5,4
592093473148513950,1,0
592767659387926581,134,55
592815021305952457,66,12
592817414733439698,63,18
592885157625123692,19,10
593437605186569908,120,32
594221998336275686,91,23
594771380534797043,98,12
594772145650770690,97,19
594773722624434961,96,39
594937541144766707,54,17
595486726019040440,71,19
595948293511661289,86,18
596432749721020740,9,6
596433327817896999,8,5
596574346027014224,101,22
596708679286053034,32,8
597020328083592436,3,0
597783098841871439,199,49
598736322862370600,97,34
599101808911768002,246,79
599134753012399684,119,29
599270079159338740,124,34
599542221242810329,2,0
599857637500520449,2,0
600016095186794941,12,2
600581181037800134,120,31
600591753384714318,5,0
600622184724170928,7,2
600672336575869123,8,2
600799641191094629,46,16
601001913778141298,14,6
601385116912568483,57,12
601394938382221196,79,22
601414011885660634,31,0
601681301917915656,65,11
602754169654728697,50,4
602754369424181511,64,21
603461937305047388,62,19
603692713581585569,122,30
604314512319211940,2,1
605274919852250230,98,34
605673463724628515,1,1
605703729803786889,21,0
606007670793701048,5,1
606011762280846218,9,2
606436500480197324,28,5
606474623883227502,61,16
606538768190458354,32,3
607073235389704428,2,2
607419092704063495,69,12
607973733190964807,34,6
608103066316430821,153,41
608227807871817220,85,33
608877433990692164,45,15
609050814181729502,96,28
609262363582314932,10,2
609277260244650421,224,74
609332696307845208,75,16
609426723980234879,134,39
609429805324567153,152,52
609457319116775708,194,46
609477882686825353,126,36
609500552813051903,123,47
610017200294873811,20,8
610208466828381960,116,25
610645584447770131,80,23
611089980772836204,1,0
612179677317950848,84,24
612332720040556350,77,12
612484155280205431,164,40
612794314924844686,171,48
612942666712815074,64,18
613068382631873341,43,6
613103168399217511,139,27
613282909540891827,70,31
613818046559467952,1,1
613836997434550887,124,35
614552947743423651,15,8
614553361349129459,119,29
614631484350436569,146,30
615050908520321131,84,11
615781894376955798,112,26
615840035511079757,140,29
615850055810564857,89,24
615866049044369003,117,27
615872996222019546,78,19
616168662512528578,134,30
616554271606503988,88,16
616560273313483643,98,20
616567793942868854,138,44
616581982132767071,113,42
616587865854200822,97,23
616598629936053419,102,28
616682030967948402,3,0
616803320873770868,21,4
617188250362684979,7,3
617241679909282449,83,23
617250533931743110,98,34
617269223813019813,142,47
617278392842114917,77,18
617292138992477572,37,9
617449893664696358,35,8
617564455831645687,158,34
618009114708755208,10,10
618087987433574127,123,34
618160674053073203,1,1
618367253711673346,18,3
618835403431967033,75,4
619091057088999251,139,39
619441009319934273,113,24
619546774674536980,115,34
619724359437253955,72,14
619756010280793744,30,2
619763577593447270,113,26
620161336985176535,111,19
620170761952745494,107,35
620193974737501889,96,13
620378921294085253,141,39
620792110886941059,52,13
620800540630600627,234,65
620916541701563155,13,1
620945252721714880,155,49
621089756776231347,182,44
621236315653474714,16,4
621519858441933281,120,25
621603555015073089,53,17
622066599751195058,172,39
622337625561636043,52,11
622577964850815706,50,27
623265637725732331,88,25
623289630247460507,79,23
624461678719245690,17,0
624479774992982122,122,36
624595031559666541,191,59
624681474626483986,103,30
624712488724850701,107,23
624715629610826619,2,1
624839152530216936,114,27
625099973226974009,1,1
625249237072411329,3,0
625361919451440025,18,5
625383288503383423,172,53
625417903668863470,66,22
625435134000284113,146,56
625506881807444115,93,26
625556016732844842,128,40
625657883637817281,190,36
625670161158631012,53,38
626065208710069377,123,33
626100418848566929,57,24
626103567505773297,39,7
626192524373148468,98,17
626233122712948682,5,2
626275507550737022,82,27
626275915585420004,99,20
626280824411503343,74,40
626287704198387143,121,33
626294508486359635,151,45
626317274744748780,140,44
626649448938992993,92,26
626660857822440419,91,21
626678183826653786,61,19
626846896991096462,115,44
627547867125214827,47,5
627625502277340745,112,30
627839838083113502,181,45
627955796073379948,1,0
628230205492467023,116,36
628376656431858046,144,39
628397563108217536,118,35
628435018118317455,120,38
628798006249745797,66,19
628855874552199266,125,40
628917896390406911,48,7
628974286258737070,122,15
629098064295870083,143,45
629099599551063519,95,20
629267245356047033,6,2
629486854095921812,118,33
629527305375321152,74,6
629534849745176751,196,67
629751313472153815,160,55
629861241193101588,55,9
630173602397206113,1,1
630176108437535179,175,37
630187605532806126,1,1
630198084070729440,1,1
630293308633743126,11,11
630297651910546792,15,5
630326166433305965,43,11
630355783397948807,92,31
630486532402180668,7,3
631298805350651005,82,21
633224373642797274,60,33
633231151985915385,102,25
633433690826539871,103,34
633437532751176862,128,52
633519019612819552,123,35
633527473532501775,69,20
633979824372105275,72,21
634380865591953224,62,0
634655043034465784,35,13
635479365765547530,44,6
636035754176865924,9,4
636250064064462881,11,2
636275682012132479,169,30
636277247685356126,1,0
636277513363212598,51,10
636277776535193668,50,21
636323240073035575,45,18
636355767032689677,325,63
636558200225156162,6,3
637186142163100079,65,19
637197653346993791,130,29
637206522387025095,7,0
638451409169993182,159,30
638482710835258153,41,6
638972815620892181,5,2
639092056792416279,2,2
639224228936028244,13,0
639393583719624089,7,0
639745550659737701,100,32
639759006877927996,120,31
639790141148289082,71,30
639920368906600737,14,6
640360632827167793,1,0
640458573079696683,77,21
640469965697816739,132,40
640491601982265580,122,30
641126773651537396,15,1
641344088809444688,16,0
641465120871879330,110,33
641901975488793641,26,18
642212147234433335,7,1
642548893009622947,4,3
642959539251860850,4,3
643143360745159922,2,1
643404806543302931,23,10
643615922994248988,23,4
643679403139470097,85,13
643894304420034817,1,1
643897568941247053,138,43
644730501256968407,75,19
644767713528701890,7,2
644855110859341281,13,2
644863764114762742,2,0
644876126977164218,127,41
644934781970464682,9,8
645785693593444324,49,26
646196695872568403,64,25
646328042905468802,8,3
646386625230152396,25,3
646386647082376641,66,9
647197491411578310,4,2
647887169347763623,36,6
648069647815374890,22,1
648538391001763517,2,1
648680183790580891,82,11
648818181931720081,5,2
649144703975839833,64,22
649366334604413975,13,7
649465473392034507,115,52
649476858911076646,122,43
649906858536454609,137,35
649974943915158739,66,18
649987969908932555,64,18
650109685913019875,78,9
650160703312946665,7,3
650243229976365340,2,0
650992044406663284,55,8
651311198793349838,88,20
651315067121164451,15,2
651319628968279396,9,0
651484679090664597,117,22
651488133561343975,28,14
651725894210064515,2,0
653065502789340325,48,11
653512613542742469,74,27
653763664101566615,6,1
654249001641943313,18,7
654394258321810408,132,30
655080337964436331,24,8
655174100685660152,1,1
655201560077947130,86,21
655255330176064897,6,2
655602871872659496,51,12
657994894090367037,9,3
658020245147652462,52,1
658174043006808192,31,11
658473034991914255,85,28
658593493130039777,9,1
658890333443186875,3,0
658904039082440625,7,3
659499704359748152,157,37
659645330677965914,58,27
660108949014721674,38,9
660465263800127445,76,31
660706955664750310,43,11
660920869163406496,17,2
661055563086986519,24,7
661335305594513869,164,77
661504248157471561,5,0
661515013685917153,49,13
662002660738084001,89,13
662573452641798691,38,0
662869554265604279,48,0
662945260229777032,46,7
663129806292383761,16,2
663198214586389984,49,19
663669574638185155,105,9
663974186332507855,35,19
664635366668990924,9,8
664725623771057757,95,25
665791266661725998,13,3
665899022705423412,29,5
666700003558414873,95,21
666709470531177280,65,18
667336979048462619,49,14
667889958572734316,71,23
667948957684071177,77,25
668194691463853399,127,39
668226569851234822,71,21
668726727255245788,31,8
668932652455639020,130,31
668958388730805856,80,30
669222996858014350,33,6
669577510168739004,14,3
669783943010412759,102,23
669850901654310442,33,14
670265497248401810,2,2
670695401930795029,1,0
670960177752658643,20,5
671015054572757157,223,74
671196671918910923,21,6
671454153913696950,37,11
671643238802933996,47,6
672378117100072720,54,12
672457858761187424,6,6
672520701792298609,116,37
672611306442525889,15,3
673118016279684903,78,23
673333633058832340,94,18
673743968124300992,50,23
673811607344083923,100,16
673941096965423234,121,40
673953255538696495,58,17
674051840841851030,7,1
674585054086982055,118,39
674610280616274959,37,16
674821388812462492,171,52
675268222496030365,10,0
675337213312155298,62,15
675517167083229721,3,0
675775899824850295,2,1
675971470747654897,82,9
676051157488951819,1,1
676072392303316967,2,1
676173347959786110,105,62
676184576758601428,92,15
676247236923508021,108,36
676392462332392618,50,22
676485613514688437,1,0
676585795504375258,6,4
676699980414872249,5,0
677514680899554957,6,4
678151695599668865,81,11
678491328369179543,57,21
678539247301978769,26,10
680402798369153113,116,37
681130017510159481,37,37
681169771390797769,27,11
681230186812530893,57,18
681340075781451400,79,24
681809013516648501,26,6
682063347378115314,7,2
682441939455372233,76,29
683146926727089413,1,1
683463856603128422,61,17
684164198533935697,2,0
684663898541540791,92,11
684750963539212417,113,49
684871853638837580,4,0
685089115723500164,71,21
685488587890047473,20,7
685640994179773880,124,43
686250966406371576,8,1
686257336261313605,136,54
686767737226084306,56,30
687634865143981883,212,76
687700770762472438,200,69
687897199203990887,133,42
687992663325028618,89,23
688286334218297067,204,64
688334639074326203,195,60
688455980810539382,3,1
688819868677420151,1,0
689274585597211003,20,14
689867740143166157,124,38
690690740363623495,5,1
691134333138891350,2,1
691309129299425143,194,90
691312221570467988,33,12
691316273218731600,148,67
691318629391940760,104,42
691322048105899974,76,19
691326038792581803,39,19
691332488194992513,181,60
691834194332777776,2,0
691839303832373241,69,20
692044455210094120,15,0
692075993209327711,8,0
692230702979624332,106,31
693600211946568706,136,50
695325196244258853,1,0
695652663607624015,164,43
695959922959963960,41,12
696927122155046737,4,0
696938153210729711,4,1
696946811670176035,1,0
697425620013484316,151,50
697828213237048163,4,1
697860758521576187,56,18
697907130749513860,7,3
699280220847287025,80,17
699832597797268349,13,0
699893435812202605,33,4
699927505136500413,13,2
699927757518228053,107,6
700016079489822320,10,8
700062925425980212,64,26
700070970544464062,121,34
700201917924451492,101,34
700219220847904319,114,48
700267927388746877,19,2
700756881572123144,238,81
700788215071379750,137,42
700938257605355958,97,28
701311860787764868,70,25
701344393800438292,73,30
701445073899113339,53,16
701678386029960660,98,19
702291512504420543,93,29
702544116820304209,95,20
702820957164744664,42,3
702836880005307297,68,8
703093444248279743,60,13
703770416622290119,47,20
703824700652249138,81,18
704265676914840779,36,20
704582593768746311,114,40
704972177972466238,11,5
705072819882209669,5,2
705220858100158174,1,0
705238888350639672,4,0
705697565070863438,3,1
705748124992038935,195,68
705781782747338956,197,60
705787115320285408,179,54
705809815162105610,10,1
705825794135157409,1,0
705920127669105187,53,21
706088035897468344,3,0
706424149782137120,18,2
706520595283864738,80,28
706616723626653247,55,11
707169667473381435,122,31
708700256475353305,69,30
709249451427450374,1,0
709620597296272459,26,15
709996877409952910,1,0
710820308716380980,3,1
710829994571668284,2,1
710833156787651100,116,41
710842868920389085,4,1
710992199750939461,4,3
711486142430161172,128,46
