listing_id,reviews_total,reviews_last_365d
294280,46,0
295231,1,0
295998,65,4
296361,62,0
298759,52,4
299531,156,3
301034,62,5
301372,27,0
302238,10,1
302280,9,0
302309,7,0
302705,11,5
302758,12,0
303264,9,1
305245,12,2
306799,129,0
310325,32,1
310338,29,0
310524,179,42
312415,68,0
314982,190,2
318021,105,8
320877,25,0
321014,18,0
321136,82,1
322037,291,2
325429,162,0
328040,49,0
328744,144,0
332208,3,0
333323,186,3
334607,52,0
342995,95,0
343276,267,32
344092,19,0
350168,10,0
351859,152,0
352651,10,0
353317,162,0
355563,1,0
363016,2,0
367810,11,0
373618,167,16
380730,3,0
385824,146,0
386744,106,1
386799,115,0
387666,14,1
389482,57,0
392948,13,0
394111,13,0
396636,42,0
397034,25,0
400039,52,0
408983,126,1
409262,33,0
411918,189,2
413504,178,0
415304,1,0
416557,46,0
417685,356,5
423275,42,0
424767,221,2
430427,12,0
430665,7,0
431865,154,23
432090,69,0
432823,10,0
433218,49,0
433414,118,2
433914,66,0
437352,24,1
437906,4,0
438513,148,0
439750,9,0
439870,3,0
442636,330,1
442649,11,0
443646,38,0
444430,23,0
447766,1,0
448011,30,0
449660,125,0
450577,137,1
453094,561,47
453255,16,0
454334,3,0
455734,167,1
456110,21,0
456190,448,0
456457,6,0
456578,1,0
457829,231,0
459066,23,0
460999,10,1
463042,87,0
464231,2,0
465706,12,0
466277,220,0
466457,295,0
467569,39,0
467866,227,0
470330,5,0
470498,8,0
471758,2,0
471845,3,0
476983,668,6
478832,1,0
479002,72,0
479285,4,0
483414,31,1
484728,3,0
487684,4,0
491123,229,0
491529,58,0
495249,234,0
496166,17,0
498052,262,22
499249,1,0
503460,8,0
504322,21,0
504362,84,0
504437,69,1
505231,1,0
505315,52,0
507393,70,5
512022,42,0
513343,1,0
513688,250,0
517654,3,0
519310,262,0
521018,2,0
521522,5,0
523123,32,1
528485,21,2
528615,1,0
530576,100,2
531455,27,0
532288,115,0
536578,36,4
540057,270,0
541725,44,0
543792,155,2
545261,2,0
545586,20,1
545651,19,0
549873,5,0
550653,7,0
550858,15,0
552502,18,2
552519,257,2
552639,300,51
553872,21,0
553903,64,0
557487,24,0
560078,138,0
563442,27,0
565814,1,0
566712,138,0
568684,6,0
570218,27,0
570797,24,0
571564,130,0
573671,58,0
576227,8,0
576916,4,0
577243,26,0
579251,26,0
581180,93,0
581488,34,0
582372,22,0
583352,3,0
587519,1,0
587698,111,0
590903,59,0
591135,156,0
591565,60,0
593000,10,0
594036,5,0
597544,30,2
597624,9,0
597668,20,0
599595,11,0
600775,101,4
600877,2,0
602070,46,0
604204,6,0
606269,85,7
607781,256,4
607891,111,1
609213,7,0
611156,31,0
613528,349,59
614269,15,0
616249,9,0
618916,13,0
628078,6,0
629855,13,0
634353,44,0
638894,4,0
639199,106,1
640990,128,0
641012,3,0
641768,11,0
643328,209,0
643591,8,0
644575,24,0
645075,473,34
645693,129,2
645922,41,0
646458,8,0
647580,11,0
651375,107,5
651648,141,13
655472,1,0
657198,13,0
658366,245,5
658932,31,0
660036,98,0
664047,59,0
665394,16,0
666220,6,0
666613,165,1
666837,137,5
667375,17,0
668691,72,0
669640,20,0
675793,6,0
680104,32,0
680225,1,0
680338,1,0
681599,46,0
684808,38,3
684991,27,1
689329,309,0
690603,88,1
690934,283,0
692137,82,0
695465,103,0
698094,30,0
698132,402,31
698882,12,0
699472,619,39
703745,11,0
703971,19,0
704838,98,2
705749,65,0
705997,33,0
707396,140,0
711635,91,1
712127,29,0
712136,34,0
712260,113,0
713538,581,1
714028,77,0
714049,76,2
715102,50,0
717582,3,0
721762,99,2
727512,135,2
727547,191,1
729841,42,0
731316,6,0
734749,82,0
736187,49,2
739239,22,3
739242,23,2
740754,77,0
741154,10,0
741712,1,0
741783,235,0
747316,74,3
748118,120,17
748233,12,0
749276,124,0
752289,16,0
752366,16,0
753622,96,1
753687,221,22
753991,273,4
754353,13,0
755703,10,0
758919,1,0
759901,49,0
761835,129,0
762015,82,1
762145,19,3
762426,21,0
763600,2,0
765563,84,1
765569,89,6
766542,4,0
766964,3,0
767286,91,0
769175,1,0
773844,1,0
773885,61,6
774791,31,0
777097,2,0
777327,67,3
779596,10,2
779838,16,0
781865,76,3
782063,7,0
783202,431,37
783341,75,5
784088,8,0
784122,94,2
784124,81,0
785097,7,0
785166,1,0
785978,17,0
786685,217,0
787060,7,0
788035,45,0
789302,8,0
789476,23,0
790767,3,0
794156,64,1
794281,20,0
794425,17,0
794427,13,0
794496,89,0
795641,12,0
796232,11,0
797696,32,0
799924,3,0
804194,134,38
808476,1,0
810346,15,0
811238,8,0
812671,112,3
813554,38,0
814327,65,0
816888,30,3
817113,83,2
818084,102,2
818325,30,0
818481,104,0
818518,86,0
819206,151,3
819228,66,1
819893,68,0
819956,36,0
820801,1,0
820953,11,0
821135,39,0
824421,6,0
825129,199,4
825193,26,0
826685,94,2
828130,84,0
828553,48,0
828616,9,2
829935,50,0
831911,9,0
836720,65,0
837503,305,3
838070,80,2
838586,11,0
840731,96,0
840794,17,0
841075,22,0
841484,58,0
842167,16,0
842494,1,0
844319,288,2
846549,2,0
846854,110,4
847648,14,1
848071,97,1
848718,109,22
849603,71,1
850148,38,0
850338,275,1
850517,54,2
850712,35,1
850943,38,0
852118,93,2
852632,258,2
854396,13,0
855549,231,0
856440,33,0
856918,16,0
857810,33,0
862890,4,0
867020,12,0
867749,1,0
868548,7,0
869522,2,0
873385,4,1
873701,212,4
