city,month_num,month,weekday_num,weekday,avg_price,availability_rate
nashville,1,Jan,0,Mon,200.98623318860533,0.8134332309647357
nashville,1,Jan,1,Tue,200.98623318860533,0.8154982526739384
nashville,1,Jan,2,Wed,200.98623318860533,0.8144657418193371
nashville,1,Jan,3,Thu,200.98623318860533,0.791464576935296
nashville,1,Jan,4,Fri,200.98623318860533,0.7900243566663137
nashville,1,Jan,5,Sat,200.98623318860533,0.7922270464894631
nashville,1,Jan,6,Sun,200.98623318860533,0.8072116911998306
nashville,2,Feb,0,Mon,200.98623318860533,0.8118712273641852
nashville,2,Feb,1,Tue,200.98623318860533,0.809435560732818
nashville,2,Feb,2,Wed,200.98623318860533,0.8068939955522609
nashville,2,Feb,3,Thu,200.98623318860533,0.7941861696494757
nashville,2,Feb,4,Fri,200.98623318860533,0.7874880864132161
nashville,2,Feb,5,Sat,200.98623318860533,0.7910092131737795
nashville,2,Feb,6,Sun,200.98623318860533,0.8053849412263052
nashville,3,Mar,0,Mon,200.98623318860533,0.7774012496028805
nashville,3,Mar,1,Tue,200.98623318860533,0.7776342264110981
nashville,3,Mar,2,Wed,200.98623318860533,0.7867997458434819
nashville,3,Mar,3,Thu,200.98623318860533,0.76924706131526
nashville,3,Mar,4,Fri,200.98623318860533,0.7569363549719369
nashville,3,Mar,5,Sat,200.98623318860533,0.7548713332627343
nashville,3,Mar,6,Sun,200.98623318860533,0.7749444032616754
nashville,4,Apr,0,Mon,200.98623318860533,0.7340357937096261
nashville,4,Apr,1,Tue,200.98623318860533,0.7344064386317908
nashville,4,Apr,2,Wed,200.98623318860533,0.7296621836280843
nashville,4,Apr,3,Thu,200.98623318860533,0.7158530128137245
nashville,4,Apr,4,Fri,200.98623318860533,0.7084612940802711
nashville,4,Apr,5,Sat,200.98623318860533,0.7082759716191889
nashville,4,Apr,6,Sun,200.98623318860533,0.7270994387376893
nashville,5,May,0,Mon,200.98623318860533,0.7335592502382717
nashville,5,May,1,Tue,200.98623318860533,0.7333739277771895
nashville,5,May,2,Wed,200.98623318860533,0.7292174097214869
nashville,5,May,3,Thu,200.98623318860533,0.7166949062797839
nashville,5,May,4,Fri,200.98623318860533,0.7097956158000636
nashville,5,May,5,Sat,200.98623318860533,0.7120406650428889
nashville,5,May,6,Sun,200.98623318860533,0.7261675315048184
nashville,6,Jun,0,Mon,200.98623318860533,0.6879805146669491
nashville,6,Jun,1,Tue,200.98623318860533,0.6870486074340781
nashville,6,Jun,2,Wed,200.98623318860533,0.695303399343429
nashville,6,Jun,3,Thu,200.98623318860533,0.6807688234671185
nashville,6,Jun,4,Fri,200.98623318860533,0.6788361749444033
nashville,6,Jun,5,Sat,200.98623318860533,0.6641692258816054
nashville,6,Jun,6,Sun,200.98623318860533,0.6654135338345865
nashville,7,Jul,0,Mon,200.98623318860533,0.6146616541353384
nashville,7,Jul,1,Tue,200.98623318860533,0.614926400508313
nashville,7,Jul,2,Wed,200.98623318860533,0.6139574287832257
nashville,7,Jul,3,Thu,200.98623318860533,0.6080694694482686
nashville,7,Jul,4,Fri,200.98623318860533,0.6049984115217621
nashville,7,Jul,5,Sat,200.98623318860533,0.6061103462882559
nashville,7,Jul,6,Sun,200.98623318860533,0.6108493063645029
nashville,8,Aug,0,Mon,200.98623318860533,0.6118818172191041
nashville,8,Aug,1,Tue,200.98623318860533,0.6120406650428889
nashville,8,Aug,2,Wed,200.98623318860533,0.6112729005612623
nashville,8,Aug,3,Thu,200.98623318860533,0.6098167955099015
nashville,8,Aug,4,Fri,200.98623318860533,0.6081224187228635
nashville,8,Aug,5,Sat,200.98623318860533,0.60857778248438
nashville,8,Aug,6,Sun,200.98623318860533,0.6109922694059091
nashville,9,Sep,0,Mon,200.98623318860533,0.6043365455893255
nashville,9,Sep,1,Tue,200.71410343479246,0.6000699718054784
nashville,9,Sep,2,Wed,201.27495636998256,0.5446116928446771
nashville,9,Sep,3,Thu,200.98623318860533,0.5413269088213492
nashville,9,Sep,4,Fri,200.98623318860533,0.5091072752303294
nashville,9,Sep,5,Sat,200.98623318860533,0.5121783331568357
nashville,9,Sep,6,Sun,200.98623318860533,0.5772529916340147
nashville,10,Oct,0,Mon,200.98623318860533,0.6302552155035476
nashville,10,Oct,1,Tue,200.98623318860533,0.6562797839669596
nashville,10,Oct,2,Wed,200.98623318860533,0.6168802287408662
nashville,10,Oct,3,Thu,200.98623318860533,0.4616541353383459
nashville,10,Oct,4,Fri,200.98623318860533,0.3306576299904691
nashville,10,Oct,5,Sat,200.98623318860533,0.25945144551519644
nashville,10,Oct,6,Sun,200.98623318860533,0.5065127607751774
nashville,11,Nov,0,Mon,200.98623318860533,0.7522768188075823
nashville,11,Nov,1,Tue,200.98623318860533,0.7553743513713862
nashville,11,Nov,2,Wed,200.98623318860533,0.734194641533411
nashville,11,Nov,3,Thu,200.98623318860533,0.6656518055702637
nashville,11,Nov,4,Fri,200.98623318860533,0.606851636132585
nashville,11,Nov,5,Sat,200.98623318860533,0.6108440114370434
nashville,11,Nov,6,Sun,200.98623318860533,0.7127395954675421
nashville,12,Dec,0,Mon,200.98623318860533,0.7958275971619189
nashville,12,Dec,1,Tue,200.98623318860533,0.7889653711744149
nashville,12,Dec,2,Wed,200.98623318860533,0.7835221857460553
nashville,12,Dec,3,Thu,200.98623318860533,0.7742507677644817
nashville,12,Dec,4,Fri,200.98623318860533,0.7428518479296834
nashville,12,Dec,5,Sat,200.98623318860533,0.7398072646404744
nashville,12,Dec,6,Sun,200.98623318860533,0.7762893148363867
